policy_id,customer_name,age,gender,policy_type,premium,coverage_amount,start_date,end_date,is_active,risk_score,claim_history,annual_income,zip_code,agent_id
POL-000203,Heidi Long,40,F,Life,3778.21,216460.68,2020/07/03,2028/12/01,TRUE,75,2,80789.45,85643,AGT-001
POL-000204,Sean Harper,56,F,Home,3994.01,873431.84,2021/12/23,2025/09/03,TRUE,84,2,118868.33,72545,AGT-077
POL-000205,Nicholas Williams,62,F,Home,3452.73,318354.81,2023/12/12,2025/08/30,TRUE,29,1,154704.95,09847,AGT-042
POL-000206,ANDREA WEBSTER,32,M,Auto,1298.43,952936.21,2019/10/10,2025/11/18,TRUE,41,1,161107.15,33763,AGT-063
POL-000207,Katrina Coleman,60,M,Auto,2952.62,602541.18,2021/09/15,2025/10/24,TRUE,42,1,78429.58,13408,AGT-003
POL-000208,Jonathan Reed,46,M,Home,4931.01,464783.48,2024/03/22,2028/10/22,TRUE,98,2,149808.67,35512,AGT-015
POL-000209,James Rodriguez,53,M,Health,4718.25,601084.39,2020/05/01,2026/02/12,TRUE,65,1,138401.98,46660,AGT-047
POL-000210,Gregory Moss,30,F,Health,694.28,540863.47,2022/10/25,2025/08/23,TRUE,31,0,192640.21,96214,AGT-040
POL-000211,Caroline Martinez,49,U,Life,1241.67,770837.44,2023/03/11,2029/09/29,TRUE,30,1,187596.25,84634,AGT-031
POL-000212,John Collins,24,M,Health,1092.78,318371.26,2020/01/14,2027/05/22,TRUE,18,1,162088.28,07940,AGT-008
POL-000213,Lee Smith,76,M,Auto,3766.91,385397.87,2021/11/18,2027/07/24,TRUE,17,1,150211.04,71384,AGT-031
POL-000214,Jennifer Salinas,68,F,Auto,4180.03,899389.59,2023/11/27,2028/05/06,TRUE,38,1,69327.49,35531,AGT-073
POL-000215,Kevin Kane,39,U,Health,1460.8,949133.69,2022/03/26,2027/05/31,TRUE,14,2,172273.75,33653,AGT-011
POL-000216,Timothy Sanders,45,U,Auto,2776.34,897930.32,2020/08/13,2028/04/09,TRUE,87,0,96951.03,06632,AGT-011
POL-000217,Gregory Browning,19,F,Home,4283.16,448475.59,2021/10/12,2029/01/14,TRUE,89,0,69003.3,75608,AGT-094
POL-000218,Maria Bradshaw,59,F,Home,3797.61,791347.23,2021/10/16,2025/08/25,TRUE,79,0,89148.94,INVALID,AGT-063
POL-000219,NATHAN BROCK,62,U,Health,2940.07,502518.95,2020/01/06,2027/08/10,TRUE,56,0,170468.39,17001,AGT-009
POL-000220,Kenneth Davis,79,M,Home,3156.56,522662.86,2023/06/07,2026/02/27,TRUE,22,0,46753.98,61636,AGT-098
POL-000221,Jacob Miller,74,U,Home,2787.62,244446.1,2023/09/23,2027/09/30,TRUE,67,0,102108.57,40769,AGT-069
POL-000222,Martin Marshall,70,F,Life,1838.97,611573.79,2021/10/01,2027/08/31,TRUE,56,0,108624.37,66412,AGT-099
POL-000223,Ryan Brown,23,,Life,3042.6,226829.1,2022/07/04,2028/06/26,TRUE,19,0,26593.35,17554,AGT-017
POL-000224,Meghan Porter,45,M,Home,3599.98,364986.46,2023/10/19,2025/05/03,TRUE,57,0,55234.29,96128,AGT-017
POL-000225,Kerry Thompson,45,F,Health,4429.95,862278.69,2021/05/21,2025/08/01,TRUE,44,0,168813.64,88944,AGT-085
POL-000226,Erin Harvey,61,F,Life,3363.31,246722.02,2020/01/27,2025/05/06,FALSE,98,0,169538.13,78987,AGT-061
POL-000227,Scott White,61,F,Auto,3925.05,117600.37,2021/09/12,2027/05/17,TRUE,35,1,72634.72,55469,AGT-071
POL-000228,Laura House,37,U,Auto,1220.32,115557.21,2023/06/16,2027/11/27,TRUE,1,0,177481.5,81451,AGT-022
POL-000229,SUSAN KELLY,47,U,Auto,2577.01,943745.29,2019/12/06,2025/07/07,FALSE,52,1,158920.93,66736,AGT-034
POL-000230,Christopher Perez,79,M,Health,541.99,531574.42,2020/09/11,2027/06/07,FALSE,85,0,95223.35,98598,AGT-068
POL-000231,Jamie Gray,28,F,Home,1610.05,438941.47,2022/01/30,2026/06/12,TRUE,93,0,154713.14,30815,AGT-078
POL-000232,David Harmon,75,M,Auto,3769.08,820334.65,2023/06/29,2029/05/10,TRUE,70,1,193040.23,58044,AGT-055
POL-000233,Diane Roman,72,M,Health,4963.14,844034.63,2024/06/05,2028/04/23,TRUE,37,0,102614.55,35649,AGT-028
POL-000234,Marc Potts,45,M,Life,946.3,365581.48,2022/04/18,2029/02/11,TRUE,65,0,62916.89,78854,AGT-070
POL-000235,Douglas Smith,42,M,Home,2306.72,708937.15,2023/09/19,2026/05/02,TRUE,51,1,189526.97,82140,AGT-097
POL-000236,Daniel Miller,56,F,Life,4100.32,782566.68,2023/04/18,2027/03/22,TRUE,1,0,128673.97,07021,AGT-094
POL-000237,Susan Cruz,79,M,Health,1418.16,671918.15,2022/12/21,2026/12/08,TRUE,91,2,38947.73,84217,AGT-089
POL-000238,Carolyn Sanchez,50,F,Auto,2997.88,194015.32,2024/06/19,2026/06/23,TRUE,21,1,123082.91,61525,AGT-026
POL-000239,Mary Rivera,18,F,Auto,3798.82,882088.93,2021/04/04,2028/03/21,TRUE,53,0,110104.56,80715,AGT-092
POL-000240,Michelle Frazier,74,U,Health,3271.93,562139.83,2020/06/25,2028/08/30,TRUE,16,1,174006,60876,AGT-040
POL-000241,Alex Davis,44,F,Auto,1346.11,318348.81,2024/02/22,2028/08/19,TRUE,61,3,115525.13,29718,AGT-052
POL-000242,Cheyenne Watson,79,U,Home,2099.23,453966.78,2023/09/09,2028/03/24,TRUE,54,1,65941.84,16376,AGT-086
POL-000243,Steven Navarro,74,,Health,4027.06,85692.54,2021/03/07,2029/05/26,TRUE,40,1,141615.93,82872,AGT-084
POL-000244,Crystal Turner,69,F,Life,2994.02,171473.46,2021/08/03,2028/11/02,TRUE,26,0,117663.58,25695,AGT-048
POL-000245,James Burke,30,F,Health,523.53,777269.41,2021/04/20,2025/12/18,TRUE,80,0,61948.03,19454,AGT-057
POL-000246,Maria Wilkins,58,U,Home,3924.46,50011.05,2023/11/01,2026/07/02,FALSE,92,0,123253.01,39261,AGT-067
POL-000247,Carlos Reyes,20,U,Home,658.9,445737.54,2022/10/17,2024/11/26,TRUE,65,0,167876.4,39092,AGT-058
POL-000248,Anthony Perez,56,M,Health,3855.8,546384.67,2021/10/23,2024/12/08,TRUE,100,2,25142.77,06329,AGT-016
POL-000249,Jennifer Walker,23,U,Health,1411.16,101902.7,2023/08/25,2028/10/16,TRUE,74,1,133553.19,46503,AGT-032
POL-000250,Trevor Lopez,25,U,Auto,4811.33,974424.25,2023/11/01,2028/05/16,TRUE,64,4,82925.34,24252,AGT-029
POL-000251,Zachary Perez,44,U,Home,2155.73,264819.06,2020/03/14,2026/12/14,TRUE,43,0,72680.86,55813,AGT-009
POL-000252,Michelle Cherry,26,U,Health,1971.19,338988.78,2023/11/05,2025/05/09,TRUE,17,2,90665.8,07178,AGT-044
POL-000253,Donald Maldonado,79,M,Health,1170,338745.39,2023/10/09,2024/11/20,TRUE,59,0,81564.08,52666,AGT-003
POL-000254,Linda Kennedy,54,U,Home,1875.22,268895.83,2024/07/10,2027/03/05,TRUE,23,1,169803.04,37154,AGT-076
POL-000255,William Lynch,50,F,Health,4444.93,51400.13,2019/12/12,2026/07/15,TRUE,7,1,69463.61,21610,AGT-071
POL-000256,Carol Ramirez,68,F,Auto,4983.5,742877.55,2021/11/24,2028/10/21,TRUE,44,0,151967.54,45030,AGT-030
POL-000257,Edward Bowen,59,U,Home,2157.39,968503.22,2023/01/01,2027/03/02,FALSE,53,0,36930.77,37749,AGT-076
POL-000258,Jonathan Nelson,61,U,Auto,2518.75,263078.81,2022/07/13,2026/03/23,FALSE,71,3,191251.35,60437,AGT-029
POL-000259,Thomas Mendoza,41,F,Auto,3749.32,679894.83,2019/11/19,2027/09/02,TRUE,79,0,132016.99,47029,AGT-001
POL-000260,Patricia Raymond,32,F,Auto,4487.88,754801.51,2024/07/28,2024/11/28,TRUE,34,2,147209.34,71647,AGT-010
POL-000261,Robert Lee,76,M,Auto,3168.7,856004.11,2023/01/08,2029/06/02,TRUE,46,1,73647.08,65389,AGT-091
POL-000262,Michelle Douglas,71,F,Home,2261.87,451497.74,2020/02/27,2029/09/28,TRUE,68,0,94177.38,92505,AGT-081
POL-000263,Kenneth Gordon,49,F,Auto,2356.8,337784.36,2021/01/03,2025/11/16,TRUE,78,0,60280.11,48799,AGT-008
POL-000264,David Jenkins,49,U,Auto,,359030.38,2024/02/06,2029/04/12,FALSE,78,1,187856.5,09164,AGT-030
POL-000265,Kim Alexander,41,F,Health,514.48,726990.27,2024/01/12,2028/03/27,TRUE,16,1,107858.8,76821,AGT-009
POL-000266,Hannah Kelley,58,M,Home,3288.15,825940.49,2023/08/29,2029/10/09,TRUE,71,1,133480.66,40058,AGT-005
POL-000267,ASHLEE MILLER,69,F,Home,2099.72,222533.27,2020/03/02,2029/03/07,TRUE,96,0,152168.97,28907,AGT-043
POL-000268,Joseph Welch,66,U,Life,4073.89,402393.96,2022/05/15,2027/10/21,FALSE,19,0,86799.1,03009,AGT-010
POL-000269,Sara Randall,79,U,Home,918.46,906843.19,2023/06/15,2026/09/14,TRUE,2,0,149618.3,19491,AGT-066
POL-000270,Catherine Carlson,66,F,Home,3146.91,816358.84,2021/01/02,2025/06/21,TRUE,10,3,141678.65,48813,AGT-031
POL-000271,Meagan Wright,75,U,Life,2664.38,985615.48,2021/09/18,2025/07/22,TRUE,50,0,147018.68,57364,AGT-036
POL-000272,Julie Hale,69,M,Home,3390.46,766535.85,2022/07/13,2025/01/25,TRUE,81,1,108061.38,62818,AGT-086
POL-000273,Douglas Patel,29,M,Home,791.84,423535.44,2024/05/29,2025/06/15,TRUE,12,2,88928.73,01993,AGT-063
POL-000274,Sherri Allen,79,F,Home,3109.93,611105.94,2020/10/27,2028/01/03,FALSE,70,2,59974.79,38768,AGT-028
POL-000275,Courtney Franklin,56,F,Home,3026.68,677963.54,2020/01/30,2029/10/04,TRUE,22,1,168432.74,86731,AGT-070
POL-000276,Justin Chang,19,F,Life,3022.97,124533.03,2021/12/18,2029/09/30,TRUE,32,0,129503.01,29734,AGT-017
POL-000277,Stephanie Gallagher,20,U,Home,3215.69,567272.11,2020/02/01,2025/04/17,TRUE,84,2,99983.4,15163,AGT-093
POL-000278,Kathleen Smith,66,M,Home,3544.11,723854.79,2024/03/24,2029/02/28,TRUE,1,1,189919.26,94244,AGT-074
POL-000279,Elizabeth Santiago,54,M,Life,4122.45,208955.24,2021/03/02,2027/02/25,TRUE,54,2,28610.99,10379,AGT-074
POL-000280,Brian Dorsey,66,U,Health,1714.19,791600.13,2021/08/30,2028/10/11,TRUE,58,1,173030.95,75827,AGT-061
POL-000281,Kristina Noble,73,M,Auto,4212.72,604584.14,2019/11/01,2026/01/09,TRUE,70,1,199564.87,04689,AGT-032
POL-000282,Mark Rice,34,F,Health,2742.15,954610.7,2022/08/02,2025/08/27,TRUE,83,1,179649.58,21521,AGT-061
POL-000283,CURTIS DURAN,76,F,Life,846.76,90301.18,2023/02/13,2028/01/02,TRUE,18,1,165878.59,60609,AGT-053
POL-000284,John Snyder,66,F,Auto,763.48,302059.83,2024/05/11,2026/12/14,TRUE,6,0,87375.08,53141,AGT-025
POL-000285,Paul Rodriguez,19,M,Life,2004.07,621476.19,2023/02/09,2029/09/30,TRUE,45,3,61636.55,76616,AGT-013
POL-000286,Brian Swanson,19,F,Life,4032.04,331731.92,2021/08/29,2025/03/24,TRUE,97,2,152273.09,84515,AGT-013
POL-000287,Julie Brown,45,U,Home,3684.56,728702.96,2021/02/11,2029/09/06,TRUE,23,0,74823.57,13422,AGT-085
POL-000288,Jamie Grimes,71,U,Auto,4048.77,771055.02,2019/11/21,2025/09/11,TRUE,23,3,51687.14,64407,AGT-056
POL-000289,Thomas Reed,40,M,Home,2827.71,147390.17,2020/03/29,2026/08/02,TRUE,26,1,161574.66,38883,AGT-046
POL-000290,Edward Chapman,54,U,Auto,2480.9,538161.74,2023/04/22,2027/08/14,TRUE,77,2,76257.86,15970,AGT-055
POL-000291,Theresa Johnson,49,U,Life,1163.54,533446.03,2020/02/14,2027/08/27,TRUE,7,1,184599.51,35191,AGT-053
POL-000292,James Anderson,50,M,Life,1976.87,400816.73,2021/11/08,2025/12/26,TRUE,79,2,171313.88,13867,AGT-060
POL-000293,Isaiah Johnson,18,F,Health,2453.09,936278.62,2020/06/03,2029/07/06,TRUE,44,0,172575.26,13087,AGT-094
POL-000294,Raymond Baker,36,F,Auto,898.7,836131,2021/12/03,2027/03/22,TRUE,27,1,158882.55,21606,AGT-007
POL-000295,Gregory George,79,F,Home,1492.75,712348.91,2020/08/17,2027/05/19,TRUE,26,1,178558.66,72391,AGT-087
POL-000296,Rachel Arnold,19,M,Health,3192.01,728610.3,2020/07/06,2024/10/24,FALSE,97,1,165034.44,70098,AGT-084
POL-000297,Amy Jones,70,U,Health,3810.48,488630.34,2020/07/30,2027/08/30,TRUE,79,1,128452.05,54551,AGT-083
POL-000298,Suzanne Ruiz,61,F,Health,4992.56,924944.8,2022/03/10,2025/05/20,TRUE,36,1,73248.09,57223,AGT-013
POL-000299,Michael Warner,43,F,Home,4699.01,709865.66,2022/12/11,2027/07/01,TRUE,55,2,179877.65,67574,AGT-008
POL-000300,Rebecca Costa,49,M,Health,3391.54,742532.01,2019/10/17,2025/12/07,FALSE,64,1,171308.65,27154,AGT-052
POL-000301,Monique Burch,23,F,Home,2395.62,868606.36,2020/10/21,2026/08/11,TRUE,91,0,105118.28,06148,AGT-094
POL-000302,Angela Carter,49,,Health,3362.8,310368.01,2024/03/18,2027/12/24,TRUE,57,2,27034.16,01262,AGT-044
POL-000303,Corey Peters,72,U,Home,4035.43,816717.36,2020/09/10,2025/01/06,TRUE,69,2,134937.87,61597,AGT-014
POL-000304,Jennifer Hill,21,M,Life,1032.51,235478.57,2023/11/18,2026/01/29,TRUE,61,0,29107.43,98099,AGT-032
POL-000305,KARLA JOHNSON,72,M,Life,2344.57,378074.85,2024/07/13,2026/03/27,TRUE,2,0,186730.39,74664,AGT-025
POL-000306,John Freeman,28,M,Life,4279.11,368829.93,2020/11/20,2026/07/14,TRUE,55,0,193093.63,89804,AGT-025
POL-000307,James Lester,73,M,Life,2227.25,979599.19,2021/11/27,2029/09/21,TRUE,97,2,54108.23,16876,AGT-069
POL-000308,Brian Burns,76,U,Life,3073.43,863710.36,2024/05/08,2028/04/25,TRUE,80,3,141750.09,59914,AGT-058
POL-000309,Dr. Sabrina Cruz MD,34,U,Health,3144.96,716111.37,2023/02/24,2028/11/25,TRUE,87,0,36608.42,55030,AGT-018
POL-000310,Jeffrey Hansen,55,F,Health,1330.14,740703.92,2022/03/15,2026/08/29,TRUE,38,2,151313.05,74860,AGT-055
POL-000311,Rebecca Fritz,41,U,Health,2130.06,583969.15,2022/02/15,2027/03/16,TRUE,80,0,82511.78,08195,AGT-024
POL-000312,KRISTEN ZHANG,22,U,Home,2005.3,949736.13,2023/10/03,2026/04/21,TRUE,78,0,142589.02,42496,AGT-036
POL-000313,Ronald Frank II,69,F,Home,617.89,521445.82,2020/07/01,2025/02/13,TRUE,29,3,87117.77,46806,AGT-060
POL-000314,April Watkins,51,U,Home,,411491.82,2024/05/15,2028/01/19,FALSE,26,0,46202.15,64858,AGT-032
POL-000315,Glenn Collins,23,M,Home,4242.64,204883.57,2024/05/01,2025/04/27,TRUE,35,1,93099.8,69153,AGT-010
POL-000316,Jason Morris,39,M,Life,1728.82,796895.37,2022/01/19,2025/04/10,TRUE,79,1,40281.23,67352,AGT-057
POL-000317,April Diaz,28,F,Life,2831.35,747721.74,2020/01/10,2025/09/28,TRUE,67,2,123838.99,78020,AGT-071
POL-000318,Tiffany Ferguson,65,F,Life,1844.27,415137.29,2020/08/20,2029/05/05,TRUE,87,0,27371.28,34671,AGT-013
POL-000319,Derrick Johnson,33,F,Auto,4733.06,73933.74,2023/04/27,2029/02/19,FALSE,29,2,114917.54,67915,AGT-007
POL-000320,Debra Harper,50,M,Health,1666.84,847047.46,2023/04/04,2025/01/06,TRUE,34,2,179546.36,82291,AGT-084
POL-000321,Jill Moreno,26,U,Home,2433.46,60847.08,2022/02/25,2025/02/20,TRUE,97,1,170817.19,28356,AGT-070
POL-000322,Mathew Ramos,77,M,Home,4427.29,718514.79,2019/12/27,2027/04/01,TRUE,41,1,178900.71,26191,AGT-002
POL-000323,Monica Lee,76,,Life,4288.7,971744.25,2022/03/10,2026/12/18,TRUE,41,1,185968.78,38319,AGT-012
POL-000324,Matthew Bray,23,U,Home,1337.46,465778.26,2021/01/22,2027/11/03,TRUE,23,3,38815.02,94417,AGT-097
POL-000325,Justin Gray,33,U,Home,4111.89,273224.73,2022/08/03,2025/11/19,TRUE,71,1,43174.5,54119,AGT-031
POL-000326,Amber Bailey,46,M,Health,2561.84,719627.46,2022/10/28,2028/02/26,TRUE,3,0,120261.23,77632,AGT-022
POL-000327,Michael Gonzalez,20,F,Life,2673.36,826271.73,2021/12/01,2026/12/25,TRUE,58,1,180915.08,82549,AGT-053
POL-000328,Samuel Bishop,37,M,Health,1100.66,569108.8,2021/02/05,2026/01/11,TRUE,32,0,195382.9,76385,AGT-063
POL-000329,Marissa Farmer,77,U,Auto,862.71,968683.51,2021/11/05,2027/09/15,FALSE,31,1,28327.15,19671,AGT-062
POL-000330,Erica Chang,76,M,Auto,3775.73,99085.29,2020/09/15,2027/01/02,TRUE,82,0,84039.34,44115,AGT-028
POL-000331,Erin Bullock,53,M,Auto,2734.08,529555.82,2020/08/14,2026/11/03,TRUE,43,2,58320.97,84515,AGT-052
POL-000332,Tammy Henry,36,F,Life,2465.83,732531.25,2022/08/18,2028/12/17,TRUE,7,3,156073.85,01776,AGT-008
POL-000333,Sean Lopez,43,F,Home,3782.79,869508.45,2020/09/13,2028/01/21,TRUE,1,0,135234.9,33908,AGT-022
POL-000334,James Alvarez,20,U,Life,3944.81,220292.83,2019/12/27,2025/05/26,TRUE,61,2,41579.85,55450,AGT-049
POL-000335,Angelica Bell,36,M,Life,1215.09,810003.31,2022/09/24,2025/12/08,TRUE,14,0,107033.97,72402,AGT-001
POL-000336,Theresa Pitts,37,M,Home,3246.01,575071.72,2020/04/26,2026/10/14,TRUE,52,0,143379.29,94169,AGT-050
POL-000337,Bobby Allen,49,M,Health,1109.09,426726,2019/12/11,2026/03/18,TRUE,96,1,160220.97,11253,AGT-034
POL-000338,Gina Ryan,24,U,Auto,3881.19,175129.28,2024/06/08,2026/12/22,TRUE,6,1,23609.49,40633,AGT-059
POL-000339,Alicia Carter,69,U,Health,3456.3,872030.97,2020/07/24,2027/06/22,TRUE,10,0,180284.52,27479,AGT-037
POL-000340,Douglas Stephens,58,F,Auto,4804.77,199409.55,2024/09/24,2028/10/25,TRUE,71,2,122470.65,94594,AGT-055
POL-000341,Rebecca Black,50,F,Life,810.31,344298.47,2021/09/03,2027/08/30,TRUE,90,0,166143.64,97198,AGT-090
POL-000342,Michael Herrera,57,F,Auto,756.75,325543.26,2019/12/11,2025/05/29,TRUE,98,1,165428.85,94769,AGT-094
POL-000343,Erik Mcneil,56,M,Life,1769.84,877843.33,2022/05/04,2029/09/18,TRUE,30,2,54173.48,31884,AGT-072
POL-000344,Timothy Holt,35,M,Health,1677.68,689067.84,2024/09/04,2025/10/22,TRUE,100,1,39830.98,13188,AGT-085
POL-000345,Dr. Anthony Cameron,57,F,Life,1611.4,806847.33,2021/09/22,2027/01/05,TRUE,21,1,149831.71,34664,AGT-092
POL-000346,Scott Orr,18,M,Health,4578.15,287944.5,2024/08/09,2028/02/23,TRUE,60,1,48156.85,17861,AGT-063
POL-000347,Joann Lane,28,F,Home,1622.96,643630.39,2022/03/25,2028/10/06,TRUE,81,2,172988.75,18358,AGT-020
POL-000348,Courtney Wood,45,U,Home,1723.77,593158.68,2024/06/03,2026/04/06,TRUE,97,1,150714.11,38366,AGT-025
POL-000349,Sara Collins,74,F,Home,3917.29,841188.86,2024/04/14,2026/03/19,TRUE,74,1,171528.57,60449,AGT-038
POL-000350,Raymond Miranda,42,U,Life,2523.83,910782.71,2019/10/23,2029/01/14,TRUE,63,0,73822.28,61011,AGT-028
POL-000351,ANTHONY REYES,67,M,Home,3995.2,61548.93,2022/04/18,2027/07/03,TRUE,42,1,76987.65,21746,AGT-008
POL-000352,Samuel Gonzalez,40,F,Auto,794.15,690318.92,2023/05/28,2026/06/13,TRUE,51,4,140819.88,82427,AGT-075
POL-000353,Lindsey Ortega,48,M,Health,2694.07,99244.01,2023/02/05,2029/06/01,TRUE,64,0,25660.27,02760,AGT-095
POL-000354,Jeffrey Mcdowell,47,U,Health,651.26,571415.73,2022/06/25,2026/03/04,TRUE,76,1,150769.41,54578,AGT-070
POL-000355,Paula Garcia,59,U,Auto,781.94,323251.09,2023/09/21,2027/11/29,TRUE,56,0,170440.95,43508,AGT-008
POL-000356,Dr. Aaron Lee DDS,52,U,Life,4578.97,341437.77,2020/07/14,2026/02/27,TRUE,80,3,94729.45,89197,AGT-096
POL-000357,Barbara Kemp,24,M,Life,1126.6,385310.58,2022/03/29,2025/08/03,TRUE,41,1,157678.19,63458,AGT-041
POL-000358,Michele Bennett,77,M,Health,2895.89,640227.83,2021/04/28,2028/10/30,TRUE,32,2,51429.97,64178,AGT-008
POL-000359,Margaret Young,33,M,Home,2349.93,367347.47,2022/12/06,2026/04/15,TRUE,15,0,78006.87,42241,AGT-007
POL-000360,Amy Lawrence,43,M,Life,,746064.1,2020/05/19,2026/11/20,TRUE,62,0,195374.89,44073,AGT-075
POL-000361,Tammy Ward,65,U,Life,4549.25,434301.02,2023/01/31,2026/04/13,TRUE,27,0,197539.07,77152,AGT-062
POL-000362,Heather Preston,74,U,Auto,598.21,114935.54,2020/11/21,2029/02/28,TRUE,28,2,112268.91,91587,AGT-065
POL-000363,William Whitney,69,F,Auto,3487.05,794571.85,2021/07/15,2029/02/02,TRUE,81,2,188168.56,24192,AGT-068
POL-000364,Ricky Stewart,77,F,Home,4835.27,321470.41,2020/03/14,2025/02/06,TRUE,64,2,114091.52,40020,AGT-021
POL-000365,Adam Martinez,66,M,Life,3020.76,461128.54,2020/08/03,2027/03/02,TRUE,59,0,72485.86,49109,AGT-008
POL-000366,Michael Williams,19,U,Life,,701171.69,2024/10/02,2028/07/22,TRUE,58,0,68041.87,99508,AGT-066
POL-000367,Kayla Wood,18,U,Auto,735.16,365833.35,2020/09/25,2028/02/13,TRUE,2,3,187311.03,95604,AGT-011
POL-000368,Jaclyn Williams,65,U,Life,2384.57,103756.37,2020/12/02,2024/11/04,TRUE,36,1,51040.35,66802,AGT-024
POL-000369,TODD RILEY,79,F,Health,1670.71,405224.99,2023/07/25,2025/09/11,TRUE,71,0,124333.84,57375,AGT-009
POL-000370,Thomas Palmer,29,F,Auto,3788.69,947226.15,2021/04/29,2026/09/14,TRUE,13,4,119994.51,34391,AGT-077
POL-000371,Beth Smith,22,U,Home,4915.84,659647.68,2023/07/03,2024/12/11,TRUE,15,0,153131.9,15297,AGT-009
POL-000372,Kimberly Snyder,54,U,Auto,1654.39,687905.19,2023/11/15,2025/01/29,TRUE,89,0,109863.72,08534,AGT-087
POL-000373,Robert Aguirre,49,U,Life,3443.79,650668.05,2024/09/04,2026/06/05,TRUE,87,2,69011.42,44527,AGT-031
POL-000374,Steve Hartman,76,F,Home,1391.44,239042.53,2020/08/13,2026/08/17,TRUE,60,1,50491.37,95986,AGT-052
POL-000375,Thomas Wiggins,72,U,Auto,3043.99,447417.17,2021/06/21,2028/07/20,TRUE,22,0,131747.38,07320,AGT-016
POL-000376,Sherri Moon,26,U,Health,2587.7,763392.81,2020/02/08,2026/07/13,TRUE,63,1,149418.34,33637,AGT-073
POL-000377,Richard King,58,M,Health,4874.02,146304.25,2021/06/21,2029/01/17,FALSE,90,2,122513.83,90898,AGT-032
POL-000378,Tyler Hoover,52,M,Auto,3238.37,313960.14,2020/07/27,2029/03/20,TRUE,97,0,152903.23,41415,AGT-075
POL-000379,Bailey Kline,36,F,Health,2072.78,312503.15,2020/01/25,2024/10/13,FALSE,75,0,45473.82,69613,AGT-077
POL-000380,Jessica Washington,65,U,Health,1013.43,460417.98,2022/01/17,2025/04/23,FALSE,74,1,178844.64,56472,AGT-006
POL-000381,Christine Carroll,33,U,Health,1180.61,981350.3,2022/09/26,2025/12/03,TRUE,25,0,124831.19,90875,AGT-080
POL-000382,Karen Graham DDS,20,M,Home,1513.93,114127.42,2023/08/02,2027/12/01,TRUE,48,1,42831.91,95352,AGT-011
POL-000383,Beth Fuentes,37,F,Health,1629.35,542765.94,2020/12/02,2026/01/09,TRUE,43,1,103146.54,45618,AGT-054
POL-000384,Eric Tyler,41,M,Health,4327.77,220396.45,2024/04/11,2028/05/09,TRUE,38,1,172062.51,89123,AGT-085
POL-000385,Adam Smith,71,M,Health,3025.5,972142.72,2020/09/29,2029/02/14,TRUE,41,0,181561.19,34058,AGT-075
POL-000386,Nancy Lopez,73,M,Home,2855.26,157638.33,2021/05/19,2026/05/05,TRUE,45,1,67636.91,81008,AGT-073
POL-000387,Michelle Ross,50,M,Auto,1016.46,433420.95,2023/01/14,2027/06/25,TRUE,88,4,148027.85,60749,AGT-067
POL-000388,CRAIG GLOVER,41,U,Life,4370.63,750990.74,2024/09/28,2027/01/25,TRUE,40,1,37997.34,29636,AGT-041
POL-000389,John Powell,69,U,Health,3752.66,719326.71,2023/03/22,2029/04/02,TRUE,97,2,26038.26,91057,AGT-034
POL-000390,Ashley Wilson,28,M,Auto,804.51,451592.21,2022/03/30,2025/01/14,TRUE,17,1,120871.81,89466,AGT-027
POL-000391,Keith Edwards,66,F,Health,3685.26,379197.96,2023/04/09,2024/10/11,TRUE,88,1,145068.96,95755,AGT-086
POL-000392,Andrew Baker,25,F,Home,2945.92,427731.76,2024/02/12,2027/02/18,TRUE,57,2,163241.61,17968,AGT-092
POL-000393,Christopher Schmitt,53,F,Auto,867.76,301062.45,2022/08/27,2029/06/30,TRUE,2,0,81238.92,31270,AGT-041
POL-000394,Kenneth Barnett,55,F,Home,2562.35,245066.29,2023/12/09,2027/06/22,FALSE,96,0,21174.57,20104,AGT-031
POL-000395,Hailey Johnson,57,M,Health,2681.13,508887.71,2023/04/22,2026/11/22,TRUE,62,1,106313.46,87081,AGT-034
POL-000396,Keith Sweeney,37,U,Health,1245.99,305107.07,2020/12/29,2027/06/30,TRUE,88,0,22853.64,23935,AGT-051
POL-000397,Dylan Taylor,79,F,Home,4755.64,323088.58,2023/02/23,2027/09/21,TRUE,9,0,36557.21,43459,AGT-017
POL-000398,Henry Clark,52,M,Life,4324.89,673918.26,2024/01/14,2027/12/06,TRUE,68,1,78804.02,67267,AGT-086
POL-000399,Robert Terry,65,,Home,3510.6,970110.47,2020/06/19,2027/03/09,TRUE,81,1,98690.97,05417,AGT-083
POL-000400,Dr. Jamie Nelson MD,79,F,Health,2580.33,623455.34,2021/05/20,2028/04/21,TRUE,17,1,70304.5,83469,AGT-039
POL-000401,Alexandria Powell,42,M,Home,2352.94,123130.49,2020/08/08,2025/10/12,TRUE,50,1,124735.75,47454,AGT-059
POL-000402,Claudia Cole,52,U,Life,3429.38,121804.43,2023/11/20,2026/12/05,TRUE,94,3,29962.96,17746,AGT-041
POL-000403,Jonathan Kelly,42,U,Home,2954.44,953852.06,2021/01/12,2024/12/21,FALSE,40,2,46024.35,69738,AGT-097
POL-000404,Mary Martinez,46,M,Life,780.23,332426.25,2024/07/08,2026/09/21,TRUE,58,0,145146.51,03568,AGT-010
POL-000405,Jennifer Johnson,35,U,Life,2806.26,137463.64,2023/01/05,2025/07/29,TRUE,75,1,45585.35,33190,AGT-002
